SCHOOL CODE, SCHOOL NAME, REGION, GPA, SUBJECT_CODE, SUBJECT_NAME, SUBJECT_GPA, SUBJECT_REG_RANK, SUBJECT_NAT_RANK 
S0108, IFUNDA TECHNICAL, IRINGA, 407, 131, PHYSICS, 5.6657, 6,197
S0108, IFUNDA TECHNICAL, IRINGA, 407, 132, CHEMISTRY, 4.8575, 7,165
S0108, IFUNDA TECHNICAL, IRINGA, 407, 133, BIOLOGY, 4.6865, 6,170
S0108, IFUNDA TECHNICAL, IRINGA, 407, 142, ADVANCED MATHEMATICS, 5.4508, 3,183
S0109, IHUNGO, KAGERA, 409, 112, HISTORY, 3.5789, 22,337
S0109, IHUNGO, KAGERA, 409, 113, GEOGRAPHY, 4.3090, 17,347
S0109, IHUNGO, KAGERA, 409, 131, PHYSICS, 4.6283, 3,58
S0109, IHUNGO, KAGERA, 409, 132, CHEMISTRY, 4.4500, 4,93
S0109, IHUNGO, KAGERA, 409, 133, BIOLOGY, 4.1546, 3,65
S0109, IHUNGO, KAGERA, 409, 142, ADVANCED MATHEMATICS, 5.1677, 7,141
S0109, IHUNGO, KAGERA, 409, 151, ECONOMICS, 3.8145, 3,107
S0110, ILBORU, ARUSHA, 218, 112, HISTORY, 2.3125, 2,4
S0110, ILBORU, ARUSHA, 218, 113, GEOGRAPHY, 3.4688, 2,29
S0110, ILBORU, ARUSHA, 218, 122, ENGLISH LANGUAGE, 3.3125, 2,9
S0110, ILBORU, ARUSHA, 218, 131, PHYSICS, 3.4677, 2,12
S0110, ILBORU, ARUSHA, 218, 132, CHEMISTRY, 3.0538, 2,11
S0110, ILBORU, ARUSHA, 218, 133, BIOLOGY, 3.0980, 1,11
S0110, ILBORU, ARUSHA, 218, 142, ADVANCED MATHEMATICS, 3.3333, 2,11
S0111, ITAGA SEMINARY, TABORA, 13, 112, HISTORY, 3.6000, 11,347
S0111, ITAGA SEMINARY, TABORA, 13, 113, GEOGRAPHY, 4.2500, 8,325
S0111, ITAGA SEMINARY, TABORA, 13, 131, PHYSICS, 6.0000, 7,233
S0111, ITAGA SEMINARY, TABORA, 13, 132, CHEMISTRY, 5.4000, 7,243
S0111, ITAGA SEMINARY, TABORA, 13, 133, BIOLOGY, 5.0000, 7,212
S0111, ITAGA SEMINARY, TABORA, 13, 142, ADVANCED MATHEMATICS, 6.0000, 8,260
S0111, ITAGA SEMINARY, TABORA, 13, 151, ECONOMICS, 3.8333, 1,111
S0112, IYUNGA TECHNICAL, MBEYA, 178, 131, PHYSICS, 4.8404, 7,77
S0112, IYUNGA TECHNICAL, MBEYA, 178, 132, CHEMISTRY, 4.2553, 8,69
S0112, IYUNGA TECHNICAL, MBEYA, 178, 133, BIOLOGY, 4.0404, 4,48
S0112, IYUNGA TECHNICAL, MBEYA, 178, 142, ADVANCED MATHEMATICS, 4.3708, 4,48
S0113, MAFINGA SEMINARY, IRINGA, 45, 112, HISTORY, 3.7143, 19,406
S0113, MAFINGA SEMINARY, IRINGA, 45, 113, GEOGRAPHY, 3.8571, 4,116
S0113, MAFINGA SEMINARY, IRINGA, 45, 121, KISWAHILI, 4.3333, 18,426
S0113, MAFINGA SEMINARY, IRINGA, 45, 122, ENGLISH LANGUAGE, 4.2857, 4,119
S0113, MAFINGA SEMINARY, IRINGA, 45, 131, PHYSICS, 4.3929, 1,43
S0113, MAFINGA SEMINARY, IRINGA, 45, 132, CHEMISTRY, 4.2632, 3,71
S0113, MAFINGA SEMINARY, IRINGA, 45, 133, BIOLOGY, 3.8421, 2,34
S0115, KAHORORO, KAGERA, 303, 112, HISTORY, 3.2545, 14,139
S0115, KAHORORO, KAGERA, 303, 113, GEOGRAPHY, 4.1048, 13,254
S0115, KAHORORO, KAGERA, 303, 121, KISWAHILI, 2.8800, 3,46
S0115, KAHORORO, KAGERA, 303, 122, ENGLISH LANGUAGE, 3.8400, 3,39
S0115, KAHORORO, KAGERA, 303, 131, PHYSICS, 5.2989, 9,146
S0115, KAHORORO, KAGERA, 303, 132, CHEMISTRY, 4.5659, 6,118
S0115, KAHORORO, KAGERA, 303, 133, BIOLOGY, 3.8374, 2,33
S0115, KAHORORO, KAGERA, 303, 142, ADVANCED MATHEMATICS, 5.1838, 8,144
S0115, KAHORORO, KAGERA, 303, 151, ECONOMICS, 3.8810, 4,125
S0116, KANTALAMBA, RUKWA, 165, 112, HISTORY, 3.8447, 9,440
S0116, KANTALAMBA, RUKWA, 165, 113, GEOGRAPHY, 4.1716, 3,293
S0116, KANTALAMBA, RUKWA, 165, 121, KISWAHILI, 3.2154, 5,161
S0116, KANTALAMBA, RUKWA, 165, 122, ENGLISH LANGUAGE, 4.4143, 4,163
S0116, KANTALAMBA, RUKWA, 165, 142, ADVANCED MATHEMATICS, 6.0476, 4,273
S0116, KANTALAMBA, RUKWA, 165, 151, ECONOMICS, 4.2063, 2,212
S0117, KASITA SEMINARY, MOROGORO, 37, 112, HISTORY, 3.3333, 9,195
S0117, KASITA SEMINARY, MOROGORO, 37, 113, GEOGRAPHY, 3.9286, 11,151
S0117, KASITA SEMINARY, MOROGORO, 37, 122, ENGLISH LANGUAGE, 4.0000, 4,59
S0117, KASITA SEMINARY, MOROGORO, 37, 131, PHYSICS, 4.6957, 5,65
S0117, KASITA SEMINARY, MOROGORO, 37, 132, CHEMISTRY, 4.5000, 5,101
S0117, KASITA SEMINARY, MOROGORO, 37, 133, BIOLOGY, 3.8182, 3,32
S0117, KASITA SEMINARY, MOROGORO, 37, 142, ADVANCED MATHEMATICS, 5.0000, 5,108
S0117, KASITA SEMINARY, MOROGORO, 37, 151, ECONOMICS, 4.4444, 7,252
S0119, KIBAHA, PWANI, 164, 131, PHYSICS, 3.0957, 1,4
S0119, KIBAHA, PWANI, 164, 132, CHEMISTRY, 3.3056, 4,18
S0119, KIBAHA, PWANI, 164, 133, BIOLOGY, 3.0326, 4,10
S0119, KIBAHA, PWANI, 164, 134, AGRICULTURE, 3.9655, 1,1
S0119, KIBAHA, PWANI, 164, 142, ADVANCED MATHEMATICS, 3.2500, 4,10
S0119, KIBAHA, PWANI, 164, 151, ECONOMICS, 3.0000, 3,7
S0119, KIBAHA, PWANI, 164, 152, COMMERCE, 3.1000, 2,2
S0119, KIBAHA, PWANI, 164, 153, ACCOUNTANCY, 2.4500, 1,1
S0120, KIGONSERA, RUVUMA, 496, 112, HISTORY, 3.5643, 14,330
S0120, KIGONSERA, RUVUMA, 496, 113, GEOGRAPHY, 4.1016, 6,251
S0120, KIGONSERA, RUVUMA, 496, 121, KISWAHILI, 3.0462, 1,98
S0120, KIGONSERA, RUVUMA, 496, 122, ENGLISH LANGUAGE, 4.6769, 7,279
S0120, KIGONSERA, RUVUMA, 496, 131, PHYSICS, 5.1215, 1,121
S0120, KIGONSERA, RUVUMA, 496, 132, CHEMISTRY, 4.1678, 1,57
S0120, KIGONSERA, RUVUMA, 496, 133, BIOLOGY, 4.3105, 3,88
S0120, KIGONSERA, RUVUMA, 496, 142, ADVANCED MATHEMATICS, 5.1268, 3,132
S0120, KIGONSERA, RUVUMA, 496, 151, ECONOMICS, 4.2900, 9,228
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 112, HISTORY, 2.8667, 4,31
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 113, GEOGRAPHY, 3.2609, 4,12
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 131, PHYSICS, 4.1000, 2,28
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 132, CHEMISTRY, 3.4000, 2,21
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 142, ADVANCED MATHEMATICS, 4.6667, 14,69
S0121, ST. JAMES SEMINARY, KILIMANJARO, 33, 151, ECONOMICS, 3.0000, 2,6
S0123, KWIRO, MOROGORO, 328, 112, HISTORY, 3.2589, 8,144
S0123, KWIRO, MOROGORO, 328, 113, GEOGRAPHY, 3.5926, 7,44
S0123, KWIRO, MOROGORO, 328, 121, KISWAHILI, 3.2353, 4,168
S0123, KWIRO, MOROGORO, 328, 122, ENGLISH LANGUAGE, 4.1000, 6,75
S0123, KWIRO, MOROGORO, 328, 131, PHYSICS, 4.4286, 4,45
S0123, KWIRO, MOROGORO, 328, 132, CHEMISTRY, 4.0230, 4,45
S0123, KWIRO, MOROGORO, 328, 133, BIOLOGY, 4.1076, 4,55
S0123, KWIRO, MOROGORO, 328, 142, ADVANCED MATHEMATICS, 4.0508, 3,36
S0123, KWIRO, MOROGORO, 328, 151, ECONOMICS, 3.7500, 3,86
S0125, LYAMUNGO, KILIMANJARO, 455, 112, HISTORY, 3.2500, 12,128
S0125, LYAMUNGO, KILIMANJARO, 455, 113, GEOGRAPHY, 3.9385, 34,157
S0125, LYAMUNGO, KILIMANJARO, 455, 121, KISWAHILI, 3.6944, 43,366
S0125, LYAMUNGO, KILIMANJARO, 455, 122, ENGLISH LANGUAGE, 4.7045, 33,293
S0125, LYAMUNGO, KILIMANJARO, 455, 131, PHYSICS, 5.0938, 14,118
S0125, LYAMUNGO, KILIMANJARO, 455, 132, CHEMISTRY, 4.4392, 14,91
S0125, LYAMUNGO, KILIMANJARO, 455, 133, BIOLOGY, 4.2399, 16,74
S0125, LYAMUNGO, KILIMANJARO, 455, 134, AGRICULTURE, 4.8966, 2,6
S0125, LYAMUNGO, KILIMANJARO, 455, 142, ADVANCED MATHEMATICS, 5.2712, 23,154
S0125, LYAMUNGO, KILIMANJARO, 455, 151, ECONOMICS, 3.7677, 19,92
S0128, MALANGALI, IRINGA, 311, 112, HISTORY, 3.2853, 7,157
S0128, MALANGALI, IRINGA, 311, 113, GEOGRAPHY, 4.1087, 15,255
S0128, MALANGALI, IRINGA, 311, 121, KISWAHILI, 3.3936, 16,248
S0128, MALANGALI, IRINGA, 311, 122, ENGLISH LANGUAGE, 4.5049, 5,195
S0129, MARA, MARA, 161, 112, HISTORY, 3.4054, 5,238
S0129, MARA, MARA, 161, 113, GEOGRAPHY, 4.0062, 3,209
S0129, MARA, MARA, 161, 142, ADVANCED MATHEMATICS, 5.7356, 4,227
S0129, MARA, MARA, 161, 151, ECONOMICS, 4.4658, 5,254
S0130, MAUA SEMINARY, KILIMANJARO, 22, 112, HISTORY, 2.4000, 1,5
S0130, MAUA SEMINARY, KILIMANJARO, 22, 113, GEOGRAPHY, 2.7273, 1,1
S0130, MAUA SEMINARY, KILIMANJARO, 22, 122, ENGLISH LANGUAGE, 4.0000, 5,61
S0130, MAUA SEMINARY, KILIMANJARO, 22, 142, ADVANCED MATHEMATICS, 4.3333, 9,44
S0130, MAUA SEMINARY, KILIMANJARO, 22, 151, ECONOMICS, 3.1905, 4,20
S0132, MILAMBO, TABORA, 388, 112, HISTORY, 3.2683, 7,148
S0132, MILAMBO, TABORA, 388, 113, GEOGRAPHY, 4.4471, 11,405
S0132, MILAMBO, TABORA, 388, 121, KISWAHILI, 3.2564, 3,185
S0132, MILAMBO, TABORA, 388, 122, ENGLISH LANGUAGE, 5.0128, 12,387
S0132, MILAMBO, TABORA, 388, 123, FRENCH LANGUAGE, 4.4821, 1,1
S0132, MILAMBO, TABORA, 388, 131, PHYSICS, 5.0815, 4,117
S0132, MILAMBO, TABORA, 388, 132, CHEMISTRY, 4.8566, 5,162
S0132, MILAMBO, TABORA, 388, 133, BIOLOGY, 4.3443, 4,92
S0132, MILAMBO, TABORA, 388, 142, ADVANCED MATHEMATICS, 5.4800, 5,188
S0132, MILAMBO, TABORA, 388, 151, ECONOMICS, 4.0179, 6,175
S0133, MINAKI, PWANI, 401, 112, HISTORY, 3.6618, 14,379
S0133, MINAKI, PWANI, 401, 113, GEOGRAPHY, 4.0955, 14,250
S0133, MINAKI, PWANI, 401, 121, KISWAHILI, 3.6000, 11,335
S0133, MINAKI, PWANI, 401, 122, ENGLISH LANGUAGE, 4.2500, 6,107
S0133, MINAKI, PWANI, 401, 131, PHYSICS, 5.1542, 10,124
S0133, MINAKI, PWANI, 401, 132, CHEMISTRY, 4.7367, 11,143
S0133, MINAKI, PWANI, 401, 133, BIOLOGY, 4.2500, 6,76
S0133, MINAKI, PWANI, 401, 142, ADVANCED MATHEMATICS, 5.3862, 17,174
S0133, MINAKI, PWANI, 401, 151, ECONOMICS, 4.4105, 13,244
S0134, MOSHI, KILIMANJARO, 258, 112, HISTORY, 3.4167, 29,246
S0134, MOSHI, KILIMANJARO, 258, 113, GEOGRAPHY, 4.1250, 49,264
S0134, MOSHI, KILIMANJARO, 258, 122, ENGLISH LANGUAGE, 4.0833, 7,71
S0134, MOSHI, KILIMANJARO, 258, 131, PHYSICS, 4.8866, 10,83
S0134, MOSHI, KILIMANJARO, 258, 132, CHEMISTRY, 4.1700, 10,59
S0134, MOSHI, KILIMANJARO, 258, 133, BIOLOGY, 4.1522, 13,64
S0134, MOSHI, KILIMANJARO, 258, 142, ADVANCED MATHEMATICS, 4.3303, 8,43
S0135, MOSHI TECHNICAL, KILIMANJARO, 236, 113, GEOGRAPHY, 4.4524, 59,408
S0135, MOSHI TECHNICAL, KILIMANJARO, 236, 131, PHYSICS, 4.9330, 11,88
S0135, MOSHI TECHNICAL, KILIMANJARO, 236, 132, CHEMISTRY, 4.6614, 18,131
S0135, MOSHI TECHNICAL, KILIMANJARO, 236, 133, BIOLOGY, 4.2625, 17,80
S0135, MOSHI TECHNICAL, KILIMANJARO, 236, 142, ADVANCED MATHEMATICS, 5.0220, 19,119
S0136, MUSOMA, MARA, 280, 112, HISTORY, 3.2544, 2,138
S0136, MUSOMA, MARA, 280, 113, GEOGRAPHY, 4.2150, 6,312
S0136, MUSOMA, MARA, 280, 121, KISWAHILI, 3.4237, 10,269
S0136, MUSOMA, MARA, 280, 122, ENGLISH LANGUAGE, 4.0980, 2,74
S0136, MUSOMA, MARA, 280, 131, PHYSICS, 5.6667, 3,198
S0136, MUSOMA, MARA, 280, 132, CHEMISTRY, 5.0598, 2,201
S0136, MUSOMA, MARA, 280, 133, BIOLOGY, 4.5208, 1,128
S0136, MUSOMA, MARA, 280, 142, ADVANCED MATHEMATICS, 5.2748, 2,156
S0136, MUSOMA, MARA, 280, 151, ECONOMICS, 4.1515, 4,202
S0138, MPWAPWA, DODOMA, 130, 112, HISTORY, 2.9189, 2,38
S0138, MPWAPWA, DODOMA, 130, 113, GEOGRAPHY, 3.9091, 6,141
S0138, MPWAPWA, DODOMA, 130, 121, KISWAHILI, 2.9459, 3,63
S0138, MPWAPWA, DODOMA, 130, 122, ENGLISH LANGUAGE, 3.9024, 6,47
S0138, MPWAPWA, DODOMA, 130, 131, PHYSICS, 5.3846, 9,158
S0138, MPWAPWA, DODOMA, 130, 132, CHEMISTRY, 5.0615, 9,203
S0138, MPWAPWA, DODOMA, 130, 142, ADVANCED MATHEMATICS, 4.9692, 6,103
S0139, MTWARA TECHNICAL, MTWARA, 82, 131, PHYSICS, 4.4881, 1,49
S0139, MTWARA TECHNICAL, MTWARA, 82, 132, CHEMISTRY, 4.3214, 1,76
S0139, MTWARA TECHNICAL, MTWARA, 82, 133, BIOLOGY, 4.1961, 1,68
S0139, MTWARA TECHNICAL, MTWARA, 82, 142, ADVANCED MATHEMATICS, 4.4242, 1,53
S0140, MZUMBE, MOROGORO, 116, 112, HISTORY, 2.8000, 1,26
S0140, MZUMBE, MOROGORO, 116, 113, GEOGRAPHY, 3.2500, 2,10
S0140, MZUMBE, MOROGORO, 116, 122, ENGLISH LANGUAGE, 4.1000, 7,77
S0140, MZUMBE, MOROGORO, 116, 131, PHYSICS, 3.2604, 1,6
S0140, MZUMBE, MOROGORO, 116, 132, CHEMISTRY, 2.8125, 1,5
S0140, MZUMBE, MOROGORO, 116, 133, BIOLOGY, 2.8868, 1,6
S0140, MZUMBE, MOROGORO, 116, 142, ADVANCED MATHEMATICS, 3.5116, 1,17
S0142, GALANOS, TANGA, 427, 112, HISTORY, 3.8909, 16,449
S0142, GALANOS, TANGA, 427, 113, GEOGRAPHY, 4.2040, 13,309
S0142, GALANOS, TANGA, 427, 121, KISWAHILI, 3.5526, 12,320
S0142, GALANOS, TANGA, 427, 131, PHYSICS, 4.6053, 3,56
S0142, GALANOS, TANGA, 427, 132, CHEMISTRY, 5.3491, 12,238
S0142, GALANOS, TANGA, 427, 133, BIOLOGY, 4.9032, 9,201
S0142, GALANOS, TANGA, 427, 134, AGRICULTURE, 5.0860, 1,9
S0142, GALANOS, TANGA, 427, 142, ADVANCED MATHEMATICS, 5.9521, 10,245
S0142, GALANOS, TANGA, 427, 151, ECONOMICS, 4.3565, 9,240
S0142, GALANOS, TANGA, 427, 152, COMMERCE, 3.9851, 1,22
S0142, GALANOS, TANGA, 427, 153, ACCOUNTANCY, 4.3284, 1,34
S0143, NJOMBE, NJOMBE, 476, 112, HISTORY, 3.3058, 6,174
S0143, NJOMBE, NJOMBE, 476, 113, GEOGRAPHY, 4.1290, 12,268
S0143, NJOMBE, NJOMBE, 476, 121, KISWAHILI, 2.8049, 2,33
S0143, NJOMBE, NJOMBE, 476, 122, ENGLISH LANGUAGE, 3.5263, 1,18
S0143, NJOMBE, NJOMBE, 476, 131, PHYSICS, 5.4711, 2,171
S0143, NJOMBE, NJOMBE, 476, 132, CHEMISTRY, 4.7445, 2,144
S0143, NJOMBE, NJOMBE, 476, 133, BIOLOGY, 4.2944, 1,86
S0143, NJOMBE, NJOMBE, 476, 142, ADVANCED MATHEMATICS, 5.0056, 1,117
S0143, NJOMBE, NJOMBE, 476, 151, ECONOMICS, 4.1121, 1,191
S0144, NSUMBA, MWANZA, 380, 112, HISTORY, 3.0741, 7,77
S0144, NSUMBA, MWANZA, 380, 113, GEOGRAPHY, 3.9924, 13,188
S0144, NSUMBA, MWANZA, 380, 121, KISWAHILI, 3.1308, 8,129
S0144, NSUMBA, MWANZA, 380, 122, ENGLISH LANGUAGE, 4.2846, 8,118
S0144, NSUMBA, MWANZA, 380, 131, PHYSICS, 4.7091, 6,67
S0144, NSUMBA, MWANZA, 380, 132, CHEMISTRY, 4.0495, 4,49
S0144, NSUMBA, MWANZA, 380, 133, BIOLOGY, 4.0263, 3,47
S0144, NSUMBA, MWANZA, 380, 142, ADVANCED MATHEMATICS, 4.6806, 5,71
S0145, NYAKATO, KAGERA, 322, 112, HISTORY, 2.9221, 6,39
S0145, NYAKATO, KAGERA, 322, 113, GEOGRAPHY, 4.4143, 21,393
S0145, NYAKATO, KAGERA, 322, 121, KISWAHILI, 3.2373, 14,170
S0145, NYAKATO, KAGERA, 322, 122, ENGLISH LANGUAGE, 4.1000, 7,75
S0145, NYAKATO, KAGERA, 322, 131, PHYSICS, 5.2101, 8,131
S0145, NYAKATO, KAGERA, 322, 132, CHEMISTRY, 4.7951, 10,151
S0145, NYAKATO, KAGERA, 322, 133, BIOLOGY, 4.5391, 10,136
S0145, NYAKATO, KAGERA, 322, 142, ADVANCED MATHEMATICS, 5.0725, 6,126
S0145, NYAKATO, KAGERA, 322, 151, ECONOMICS, 3.8889, 5,129
S0146, NYEGEZI SEMINARY, MWANZA, 16, 112, HISTORY, 3.0000, 5,58
S0146, NYEGEZI SEMINARY, MWANZA, 16, 113, GEOGRAPHY, 4.0000, 15,202
S0146, NYEGEZI SEMINARY, MWANZA, 16, 122, ENGLISH LANGUAGE, 4.3333, 10,137
S0146, NYEGEZI SEMINARY, MWANZA, 16, 131, PHYSICS, 3.4000, 1,11
S0146, NYEGEZI SEMINARY, MWANZA, 16, 132, CHEMISTRY, 3.4000, 2,21
S0146, NYEGEZI SEMINARY, MWANZA, 16, 142, ADVANCED MATHEMATICS, 3.5000, 1,14
S0147, PUGU, DAR ES SALAAM, 291, 113, GEOGRAPHY, 4.0294, 17,220
S0147, PUGU, DAR ES SALAAM, 291, 131, PHYSICS, 5.0540, 19,111
S0147, PUGU, DAR ES SALAAM, 291, 132, CHEMISTRY, 4.5612, 16,116
S0147, PUGU, DAR ES SALAAM, 291, 133, BIOLOGY, 4.4310, 16,110
S0147, PUGU, DAR ES SALAAM, 291, 142, ADVANCED MATHEMATICS, 4.7174, 10,74
S0147, PUGU, DAR ES SALAAM, 291, 151, ECONOMICS, 3.7941, 17,100
S0148, RUBYA SEMINARY, KAGERA, 8, 112, HISTORY, 2.7500, 2,22
S0148, RUBYA SEMINARY, KAGERA, 8, 113, GEOGRAPHY, 3.5000, 2,33
S0148, RUBYA SEMINARY, KAGERA, 8, 121, KISWAHILI, 3.0000, 8,79
S0148, RUBYA SEMINARY, KAGERA, 8, 131, PHYSICS, 3.5000, 1,13
S0148, RUBYA SEMINARY, KAGERA, 8, 142, ADVANCED MATHEMATICS, 3.5000, 1,15
S0149, RUNGWE, MBEYA, 588, 112, HISTORY, 3.4276, 18,251
S0149, RUNGWE, MBEYA, 588, 113, GEOGRAPHY, 4.3564, 25,369
S0149, RUNGWE, MBEYA, 588, 121, KISWAHILI, 2.9821, 9,69
S0149, RUNGWE, MBEYA, 588, 122, ENGLISH LANGUAGE, 4.0213, 6,64
S0149, RUNGWE, MBEYA, 588, 131, PHYSICS, 5.0698, 10,113
S0149, RUNGWE, MBEYA, 588, 132, CHEMISTRY, 4.8597, 15,166
S0149, RUNGWE, MBEYA, 588, 133, BIOLOGY, 4.4000, 8,99
S0149, RUNGWE, MBEYA, 588, 142, ADVANCED MATHEMATICS, 4.5565, 5,60
S0149, RUNGWE, MBEYA, 588, 151, ECONOMICS, 4.4365, 23,251
S0150, SAME, KILIMANJARO, 409, 112, HISTORY, 3.4222, 31,249
S0150, SAME, KILIMANJARO, 409, 113, GEOGRAPHY, 3.5822, 11,41
S0150, SAME, KILIMANJARO, 409, 121, KISWAHILI, 3.1600, 8,138
S0150, SAME, KILIMANJARO, 409, 122, ENGLISH LANGUAGE, 5.2258, 50,427
S0150, SAME, KILIMANJARO, 409, 131, PHYSICS, 5.4432, 23,166
S0150, SAME, KILIMANJARO, 409, 132, CHEMISTRY, 4.5532, 17,115
S0150, SAME, KILIMANJARO, 409, 133, BIOLOGY, 4.5746, 23,142
S0150, SAME, KILIMANJARO, 409, 142, ADVANCED MATHEMATICS, 4.6389, 12,65
S0151, SENGEREMA, MWANZA, 437, 112, HISTORY, 2.6552, 1,13
S0151, SENGEREMA, MWANZA, 437, 113, GEOGRAPHY, 4.5000, 26,416
S0151, SENGEREMA, MWANZA, 437, 121, KISWAHILI, 3.0577, 5,101
S0151, SENGEREMA, MWANZA, 437, 122, ENGLISH LANGUAGE, 4.1200, 5,81
S0151, SENGEREMA, MWANZA, 437, 131, PHYSICS, 4.6774, 5,63
S0151, SENGEREMA, MWANZA, 437, 132, CHEMISTRY, 4.1970, 6,64
S0151, SENGEREMA, MWANZA, 437, 133, BIOLOGY, 4.7577, 15,182
S0151, SENGEREMA, MWANZA, 437, 142, ADVANCED MATHEMATICS, 4.8313, 8,87
S0151, SENGEREMA, MWANZA, 437, 151, ECONOMICS, 3.7283, 6,83
S0152, SHINYANGA, SHINYANGA, 193, 112, HISTORY, 3.2449, 3,126
S0152, SHINYANGA, SHINYANGA, 193, 113, GEOGRAPHY, 4.5474, 6,435
S0152, SHINYANGA, SHINYANGA, 193, 122, ENGLISH LANGUAGE, 4.6522, 4,267
S0152, SHINYANGA, SHINYANGA, 193, 131, PHYSICS, 5.4365, 1,165
S0152, SHINYANGA, SHINYANGA, 193, 132, CHEMISTRY, 5.0270, 4,196
S0152, SHINYANGA, SHINYANGA, 193, 133, BIOLOGY, 4.6393, 2,159
S0152, SHINYANGA, SHINYANGA, 193, 142, ADVANCED MATHEMATICS, 5.6563, 4,216
S0152, SHINYANGA, SHINYANGA, 193, 151, ECONOMICS, 4.2456, 3,221
S0153, SONGEA BOYS, RUVUMA, 353, 112, HISTORY, 3.2250, 2,122
S0153, SONGEA BOYS, RUVUMA, 353, 113, GEOGRAPHY, 4.2737, 11,333
S0153, SONGEA BOYS, RUVUMA, 353, 131, PHYSICS, 6.2489, 5,252
S0153, SONGEA BOYS, RUVUMA, 353, 132, CHEMISTRY, 4.7813, 5,149
S0153, SONGEA BOYS, RUVUMA, 353, 133, BIOLOGY, 4.2826, 2,83
S0153, SONGEA BOYS, RUVUMA, 353, 142, ADVANCED MATHEMATICS, 5.0065, 2,118
